osm_id,type,lat,lon,name,amenity,addr:street,healthcare
448113249,way,-7.2491872,112.7610313,Klinik Dokter Spesialis,clinic,,clinic
448114210,way,-7.2899849,112.7635634,RS Manyar Medical Centre,hospital,Jl. Raya Manyar,hospital
448114218,way,-7.2892905,112.76631,Poliklinik STIESIA umum dan gigi,clinic,,clinic
448114499,way,-7.2564985,112.7574592,Posyandu Kemuning IX,clinic,,clinic
448114559,way,-7.2588398,112.7562372,Praktek Dokter Umum,clinic,,clinic
448116483,way,-7.2891562,112.7784899,Puskesmas Klampis Ngasem,clinic,,clinic
448232177,way,-7.2463081,112.7672265,Puskesmas Rangkah,clinic,,
448239806,way,-7.2513248,112.7935673,Posyandu Elang RW 06,clinic,,
448245727,way,-7.2482975,112.753717,Bidan Ny Harini Lestari,clinic,,clinic
448246572,way,-7.3032731,112.791325,Posyandu Bahari RW 5,clinic,,
448252098,way,-7.2484607,112.7555541,Puskesmas Tambak Rejo,clinic,,clinic
448264192,way,-7.2401803,112.759633,Posyandu Lansia Mandiri,clinic,,
448270057,way,-7.3013829,112.7794722,Puskesmas Pembantu Semolowaru,clinic,,
448272385,way,-7.2694401,112.7299249,Dr Felix,doctors,,doctor
448275217,way,-7.2901029,112.7772709,Klinik Mata Dr. Sjamsu,clinic,,clinic
448294353,way,-7.2411108,112.7952791,Puskesmas Kenjeran,clinic,,
448441994,way,-7.2625376,112.7464849,Klinik Pusura,clinic,,clinic
448450445,way,-7.2512979,112.7707782,Puskesmas Pembantu Karang Empat,clinic,,
448473676,way,-7.2562632,112.7698486,Klinik Alba Medika,clinic,,
448475017,way,-7.2491597,112.7650498,Puskesmas,clinic,,
448477649,way,-7.2781339,112.7321913,Melania Aesthetic Dermatology Clinic,clinic,Jl. RA Kartini,clinic
448591841,way,-7.2424907,112.7640344,Puskesmas Gading,clinic,,clinic
449166441,way,-7.2580579,112.746832,Puskesmas Ketabang,clinic,,clinic
449296667,way,-7.2492473,112.7649574,Klinik Adiguna,clinic,,
449296668,way,-7.2450111,112.7636945,Klinik Bakti Sehat Utama,clinic,,
449305760,way,-7.2445606,112.759089,Klinik Bersama,clinic,,
449308789,way,-7.2470572,112.7592683,Klinik dr. Samuel Abednego,clinic,,
449327860,way,-7.2834074,112.7323819,Grha Prodia,clinic,,clinic
449328955,way,-7.2827291,112.73194,Klinik Modern Dasa Medika,clinic,,clinic
449476756,way,-7.2607225,112.784748,Puskesmas Mulyorejo,clinic,,
449518151,way,-7.2399974,112.7753521,Klinik Wisma Husada,clinic,,
449621808,way,-7.2514797,112.7458467,Rumah Sakit Adi Husada Undaan Wetan,hospital,"Jalan Undaan Wetan, Ketabang, Kecamatan Genteng",hospital
449624579,way,-7.2591028,112.7566847,Klinik Aisyiyah,clinic,,clinic
449624580,way,-7.2607977,112.7538987,Klinik Umum dan Gigi,clinic,,clinic
449624588,way,-7.2571603,112.7626845,Puskesmas Pacar Keling,clinic,,clinic
449624602,way,-7.2648315,112.7561908,Rumah Sakit Spesialis Husada Utama,hospital,Jalan Prof. Dr. Moestopo,hospital
449647030,way,-7.294719,112.7592737,Puskesmas Pembantu Baratajaya,clinic,,clinic
449648357,way,-7.2866348,112.7555043,Puskesmas Pucang Sewu,clinic,,clinic
449649417,way,-7.2910067,112.7518751,Klinik Utama Welas Asih Medika,clinic,,clinic
449813809,way,-7.2331689,112.7508445,Posyandu Gading Putih 3,clinic,,
449818017,way,-7.2348687,112.7510499,Puskesmas Simolawang,clinic,,
449832258,way,-7.2267667,112.7466825,Klinik Indosehat 2003,clinic,,
449903849,way,-7.283108,112.7528757,Rumah Sakit Pura Raharja,hospital,JL. Pucang Adi,hospital
450513383,way,-7.2740186,112.7463992,Siloam Hospitals,hospital,"Jalan Raya Gubeng, Kelurahan Gubeng, Kecamatan Gubeng",hospital
450535884,way,-7.3019181,112.7697265,Poliklinik Brimob Jatim,clinic,,
450537851,way,-7.2328749,112.7493507,Pos Kesehatan Kelurahan Simolawang,clinic,,
450538654,way,-7.2303464,112.7459021,Puskesmas Sidotopo,clinic,,
450540438,way,-7.2260303,112.7548303,Puskesmas Pembantu Pegirian,clinic,,
450694876,way,-7.2540403,112.743466,Rumah Sakit Mata Undaan,hospital,,hospital
450698654,way,-7.2592221,112.7915467,Puskesmas Pembantu Dukuh Sutorejo,clinic,,
450713015,way,-7.304768,112.7823332,Posyandu Kasih Ibu,clinic,,
450772003,way,-7.2519469,112.787182,Posyandu Anggrek,clinic,,
450772004,way,-7.250642,112.7836416,RSIA Kendangsari Merr,hospital,,
450914332,way,-7.2929638,112.7488359,Puskesmas Ngagel Rejo,clinic,,clinic
450924741,way,-7.2421764,112.7457903,Klinik Utama Mentari,clinic,,clinic
450927051,way,-7.2459712,112.7579873,RSUD Dr.M.Soewandhie,hospital,,hospital
450956834,way,-7.2330718,112.7312338,Puskesmas Krembangan Selatan,clinic,,
450958724,way,-7.305913,112.7812212,Dokter Spesialis Kulit dan Kelamin,clinic,,
450968413,way,-7.3075501,112.7875308,Rumah Sakit Gotong Royong,hospital,,hospital
450968417,way,-7.3053225,112.7945056,Puskesmas Pembantu Medokan Semampir,clinic,,
450988751,way,-7.3085395,112.7396657,Klinik Estetika,hospital,,hospital
451090213,way,-7.2310205,112.7523034,Posyandu Dewi Sartika,clinic,,
451271293,way,-7.2304023,112.7745675,Puskesmas Tanah Kali Kedinding,clinic,,
451286578,way,-7.2773515,112.7341031,Puskesmas Dr. Soetomo,clinic,,
451293428,way,-7.2197386,112.7505788,Klinik Pratama Indosehat 2003,clinic,,
451296786,way,-7.2196179,112.7525663,Puskesmas Wonokusumo,clinic,,
451303182,way,-7.3338362,112.710235,Puskesmas Pagesangan,clinic,,clinic
451486454,way,-7.2522939,112.740834,Puskesmas Peneleh,clinic,,clinic
451490133,way,-7.2483503,112.6354712,UPTD Puskesmas Sememi,clinic,,
451490528,way,-7.2407486,112.7341564,Pos Kesehatan Krembangan,clinic,,clinic
451495390,way,-7.3220559,112.7762486,Klinik Pratama Cita Husada,doctors,,
451500391,way,-7.1960206,112.6472049,Puskesmas Pembantu Romokalisari,clinic,,clinic
451500928,way,-7.2224309,112.5942467,Posyandu Anggrek,clinic,,
451501279,way,-7.2644367,112.6621652,Klinik Pratama Sartika 59,clinic,,clinic
451505559,way,-7.3358199,112.7728437,Puskesmas Pembantu Rungkut Menanggal,clinic,,
451508502,way,-7.2359644,112.7352564,Poliklinik Polrestabes Surabaya,clinic,,clinic
451512482,way,-7.281756,112.7284812,Puskesmas Pakis,clinic,,clinic
451523861,way,-7.3277303,112.7733607,Puskesmas Pembantu Rungkut Kidul,clinic,,
451527942,way,-7.2145165,112.6058289,Posyandu Lansia Makarya,clinic,,clinic
451529838,way,-7.3348985,112.7473827,Klinik Nurani Jaya 66,clinic,,clinic
451533238,way,-7.3108049,112.7133609,Posyandu Melati,clinic,,
451534817,way,-7.234725,112.6114964,Puskesmas Pembantu Benowo,clinic,,
451535366,way,-7.2599046,112.6707873,Klinik Perdana Husada,clinic,,clinic
451581649,way,-7.2396642,112.7289548,Puskesmas Pembantu Krembangan,clinic,,clinic
451645249,way,-7.2860322,112.7010288,Klinik Abdi Mulia,clinic,,clinic
451651355,way,-7.3179955,112.7882898,Puskesmas Pembantu Penjaringan Sari,clinic,,
451659196,way,-7.2342871,112.7229483,Poliklinik SATBRIMOB Polda Jatim,clinic,,
451664232,way,-7.2829825,112.71065,Poliklinik UWK,clinic,,clinic
451665314,way,-7.3096097,112.7277362,Yakes Telkom,clinic,,clinic
451666575,way,-7.3358151,112.7467579,Laboratorium Klinik Isaki,clinic,,
451666730,way,-7.3361447,112.7462963,Puskesmas Pembantu Kutisari,clinic,,
